code,text
http://www.sobranie.mk/grupe-parlamentare-p-r-bashk-punim.nspx,http://www.sobranie.mk/grupe-parlamentare-p-r-bashk-punim.nspx
http://www.sobranie.mk/home-al.nspx,http://www.sobranie.mk/home-al.nspx
http://www.sobranie.mk/home-en.nspx,http://www.sobranie.mk/home-en.nspx
http://www.sobranie.mk/kompetencat-e-kuvendit.nspx,http://www.sobranie.mk/kompetencat-e-kuvendit.nspx
http://www.sobranie.mk/materijali.nspx,http://www.sobranie.mk/materijali.nspx
http://www.sobranie.mk/organizacija-na-sluzbata-na-sobranieto.nspx,http://www.sobranie.mk/organizacija-na-sluzbata-na-sobranieto.nspx
http://www.sobranie.mk/pocetna.nspx,http://www.sobranie.mk/pocetna.nspx
http://www.sobranie.mk/prenos-od-sednica.nspx,http://www.sobranie.mk/prenos-od-sednica.nspx
http://www.sobranie.mk/procedura-ligjv-n-se.nspx,http://www.sobranie.mk/procedura-ligjv-n-se.nspx
http://www.sobranie.mk/rabotni-tela-2014-2018-ns_article-komisija-za-finansiranje-i-budzet-2014.nspx,http://www.sobranie.mk/rabotni-tela-2014-2018-ns_article-komisija-za-finansiranje-i-budzet-2014.nspx
http://www.sobranie.mk/rabotni-tela-2014-2018-ns_article-komisija-za-ustavni-prashanja-2014.nspx,http://www.sobranie.mk/rabotni-tela-2014-2018-ns_article-komisija-za-ustavni-prashanja-2014.nspx
http://www.sobranie.mk/rezultatet-e-zgjedhjeve-2014.nspx,http://www.sobranie.mk/rezultatet-e-zgjedhjeve-2014.nspx
http://www.sobranie.mk/rules-procedures-of-the-assembly.nspx,http://www.sobranie.mk/rules-procedures-of-the-assembly.nspx
http://www.sobranie.mk/sessiondetails.nspx?sessionDetailsId=0d58bea1-56e2-4168-824c-fd1db540f3b7,http://www.sobranie.mk/sessiondetails.nspx?sessionDetailsId=0d58bea1-56e2-4168-824c-fd1db540f3b7
http://www.sobranie.mk/sessiondetailsrabotni.nspx?sessionDetailsId=5d8464b8-12ab-4e71-81bd-dc592d809517&date=15.10.2014,http://www.sobranie.mk/sessiondetailsrabotni.nspx?sessionDetailsId=5d8464b8-12ab-4e71-81bd-dc592d809517&date=15.10.2014
http://www.sobranie.mk/sessiondetailsrabotni.nspx?sessionDetailsId=af247f0e-f910-4e6d-b050-1f3f79a1d086&date=13.10.2014,http://www.sobranie.mk/sessiondetailsrabotni.nspx?sessionDetailsId=af247f0e-f910-4e6d-b050-1f3f79a1d086&date=13.10.2014
http://www.sobranie.mk/sessiondetailsrabotni.nspx?sessionDetailsId=f1e02155-1b24-4307-9a5f-3107e636a366,http://www.sobranie.mk/sessiondetailsrabotni.nspx?sessionDetailsId=f1e02155-1b24-4307-9a5f-3107e636a366
http://www.sobranie.mk/trupat-punues-2014-2018.nspx,http://www.sobranie.mk/trupat-punues-2014-2018.nspx
http://www.tweedekamer.nl,http://www.tweedekamer.nl
http://www.tweedekamer.nl/applicaties/uw_privacy,http://www.tweedekamer.nl/applicaties/uw_privacy
http://www.tweedekamer.nl/hoe_werkt_het,http://www.tweedekamer.nl/hoe_werkt_het
http://www.tweedekamer.nl/hoe_werkt_het/de_nederlandse_democratie,http://www.tweedekamer.nl/hoe_werkt_het/de_nederlandse_democratie
http://www.tweedekamer.nl/kamerleden/alle_kamerleden,http://www.tweedekamer.nl/kamerleden/alle_kamerleden
http://www.tweedekamer.nl/kamerleden/commissies,http://www.tweedekamer.nl/kamerleden/commissies
http://www.tweedekamer.nl/kamerleden/commissies/,http://www.tweedekamer.nl/kamerleden/commissies/
http://www.tweedekamer.nl/kamerleden/openbare_registers,http://www.tweedekamer.nl/kamerleden/openbare_registers
http://www.tweedekamer.nl/kamerleden/presidium/,http://www.tweedekamer.nl/kamerleden/presidium/
http://www.tweedekamer.nl/kamerstukken/plenaire_verslagen,http://www.tweedekamer.nl/kamerstukken/plenaire_verslagen
http://www.tweedekamer.nl/kamerstukken/stemmingsuitslagen,http://www.tweedekamer.nl/kamerstukken/stemmingsuitslagen
http://www.tweedekamer.nl/kamerstukken/verslagen,http://www.tweedekamer.nl/kamerstukken/verslagen
http://www.tweedekamer.nl/kamerstukken/wetsvoorstellen,http://www.tweedekamer.nl/kamerstukken/wetsvoorstellen
http://www.tweedekamer.nl/over_de_tweede_kamer/lobbyistenregister,http://www.tweedekamer.nl/over_de_tweede_kamer/lobbyistenregister
http://www.tweedekamer.nl/over_de_tweede_kamer/reglement_tweede_kamer,http://www.tweedekamer.nl/over_de_tweede_kamer/reglement_tweede_kamer
http://www.tweedekamer.nl/vergaderingen,http://www.tweedekamer.nl/vergaderingen
http://www.tweedekamer.nl/vergaderingen/commissievergaderingen,http://www.tweedekamer.nl/vergaderingen/commissievergaderingen
http://www.tweedekamer.nl/vergaderingen/debatgemist,http://www.tweedekamer.nl/vergaderingen/debatgemist
http://www.tweedekamer.nl/vergaderingen/livedebat,http://www.tweedekamer.nl/vergaderingen/livedebat
"http://www1.hcdn.gov.ar/dependencias/dselectronicos/actas/2015/133OT02_01_R02.pdf, online, but not easy","http://www1.hcdn.gov.ar/dependencias/dselectronicos/actas/2015/133OT02_01_R02.pdf, online, but not easy"
http://www2.camara.leg.br/,http://www2.camara.leg.br/
http://www2.camara.leg.br/a-camara/conheca,http://www2.camara.leg.br/a-camara/conheca
http://www2.camara.leg.br/a-camara/estruturaadm,http://www2.camara.leg.br/a-camara/estruturaadm
http://www2.camara.leg.br/a-camara/eticaedecoro,http://www2.camara.leg.br/a-camara/eticaedecoro
http://www2.camara.leg.br/atividade-legislativa/comissoes,http://www2.camara.leg.br/atividade-legislativa/comissoes
http://www2.camara.leg.br/atividade-legislativa/comissoes/reunioes/registros-das-reunioes,http://www2.camara.leg.br/atividade-legislativa/comissoes/reunioes/registros-das-reunioes
http://www2.camara.leg.br/atividade-legislativa/legislacao/regimento-interno-da-camara-dos-deputados,http://www2.camara.leg.br/atividade-legislativa/legislacao/regimento-interno-da-camara-dos-deputados
http://www2.camara.leg.br/atividade-legislativa/plenario/ordempdf Comissões (http://www2.camara.leg.br/atividade-legislativa/comissoes/ordem-do-dia),http://www2.camara.leg.br/atividade-legislativa/plenario/ordempdf Comissões (http://www2.camara.leg.br/atividade-legislativa/comissoes/ordem-do-dia)
http://www2.camara.leg.br/atividade-legislativa/plenario/resultadoVotacao,http://www2.camara.leg.br/atividade-legislativa/plenario/resultadoVotacao
http://www2.camara.leg.br/atividade-legislativa/plenario/resultadoVotacao or http://www2.camara.leg.br/deputados/pesquisa,http://www2.camara.leg.br/atividade-legislativa/plenario/resultadoVotacao or http://www2.camara.leg.br/deputados/pesquisa
http://www2.camara.leg.br/atividade-legislativa/webcamara/ao-vivo/transmissoes-do-dia,http://www2.camara.leg.br/atividade-legislativa/webcamara/ao-vivo/transmissoes-do-dia
http://www2.camara.leg.br/deputados/liderancas-e-bancadas,http://www2.camara.leg.br/deputados/liderancas-e-bancadas
http://www2.camara.leg.br/deputados/pesquisa,http://www2.camara.leg.br/deputados/pesquisa
http://www2.camara.leg.br/documentos-e-pesquisa/publicacoes/estnottec;http://www2.camara.leg.br/atividade-legislativa/comissoes/comissoes-permanentes; http://www2.camara.leg.br/a-camara/altosestudos),http://www2.camara.leg.br/documentos-e-pesquisa/publicacoes/estnottec;http://www2.camara.leg.br/atividade-legislativa/comissoes/comissoes-permanentes; http://www2.camara.leg.br/a-camara/altosestudos)
http://www2.camara.leg.br/legin/int/atomes/2012/atodamesa-45-16-julho-2012-773823-normaatualizada-cd.html,http://www2.camara.leg.br/legin/int/atomes/2012/atodamesa-45-16-julho-2012-773823-normaatualizada-cd.html
http://www2.camara.leg.br/transparencia/gestao-na-camara-dos-deputados/relatorio-de-gestao-fiscal/orcamento   -   http://www2.camara.leg.br/transparencia/gestao-na-camara-dos-deputados/contas-da-camara,http://www2.camara.leg.br/transparencia/gestao-na-camara-dos-deputados/relatorio-de-gestao-fiscal/orcamento   -   http://www2.camara.leg.br/transparencia/gestao-na-camara-dos-deputados/contas-da-camara
http://www2.camara.leg.br/transparencia/gestao-na-camara-dos-deputados/relatorio-de-gestao-fiscal/orcamento -  http://www2.camara.leg.br/transparencia/gestao-na-camara-dos-deputados/contas-da-camara,http://www2.camara.leg.br/transparencia/gestao-na-camara-dos-deputados/relatorio-de-gestao-fiscal/orcamento -  http://www2.camara.leg.br/transparencia/gestao-na-camara-dos-deputados/contas-da-camara
http://www2.camara.leg.br/transparencia/licitacoes,http://www2.camara.leg.br/transparencia/licitacoes
http://zakon1.rada.gov.ua/laws?lang=uk,http://zakon1.rada.gov.ua/laws?lang=uk
http://zakon4.rada.gov.ua/laws/pravbase,http://zakon4.rada.gov.ua/laws/pravbase
http://zakon4.rada.gov.ua/laws/show/1861-17,http://zakon4.rada.gov.ua/laws/show/1861-17
https://e-nabavki.gov.mk/PublicAccess/Home.aspx#/home,https://e-nabavki.gov.mk/PublicAccess/Home.aspx#/home
https://infodok.sabor.hr/AktiFrm.aspx,https://infodok.sabor.hr/AktiFrm.aspx
https://suche.bundestag.de/plenarprotokolle/search.form,https://suche.bundestag.de/plenarprotokolle/search.form
https://transparencia.asamblea.gob.sv/adquisiciones-y-contrataciones,https://transparencia.asamblea.gob.sv/adquisiciones-y-contrataciones
https://transparencia.asamblea.gob.sv/informacion-administrativa,https://transparencia.asamblea.gob.sv/informacion-administrativa
https://transparencia.asamblea.gob.sv/informacion-financiera,https://transparencia.asamblea.gob.sv/informacion-financiera
https://www.btg-bestellservice.de/index.php?navi=1&subnavi=50&anr=10080000,https://www.btg-bestellservice.de/index.php?navi=1&subnavi=50&anr=10080000
https://www.bundestag.de/,https://www.bundestag.de/
https://www.bundestag.de/abstimmung,https://www.bundestag.de/abstimmung
https://www.bundestag.de/analysen,https://www.bundestag.de/analysen
https://www.bundestag.de/bundestag/abgeordnete18/,https://www.bundestag.de/bundestag/abgeordnete18/
https://www.bundestag.de/bundestag/aufgaben,https://www.bundestag.de/bundestag/aufgaben
https://www.bundestag.de/bundestag/ausschuesse18,https://www.bundestag.de/bundestag/ausschuesse18
https://www.bundestag.de/bundestag/ausschuesse18/,https://www.bundestag.de/bundestag/ausschuesse18/
https://www.bundestag.de/bundestag/ausschuesse18/tagesordnungen,https://www.bundestag.de/bundestag/ausschuesse18/tagesordnungen
https://www.bundestag.de/bundestag/plenum/abstimmung/grafik,https://www.bundestag.de/bundestag/plenum/abstimmung/grafik
https://www.bundestag.de/bundestag/plenum/tagesordnungen,https://www.bundestag.de/bundestag/plenum/tagesordnungen
https://www.bundestag.de/bundestag/verwaltung,https://www.bundestag.de/bundestag/verwaltung
https://www.bundestag.de/dokumente/lobbyliste,https://www.bundestag.de/dokumente/lobbyliste
https://www.bundestag.de/hib,https://www.bundestag.de/hib
https://www.bundestag.de/mediathek/?action=tv&categorie=Jetzt%20im%20Parlamentsfernsehen,https://www.bundestag.de/mediathek/?action=tv&categorie=Jetzt%20im%20Parlamentsfernsehen
https://www.bundestag.de/mediathek/?instance=m187&mview=plenarsitzungen&action=plenarsitzungen&categorie=Plenarsitzung,https://www.bundestag.de/mediathek/?instance=m187&mview=plenarsitzungen&action=plenarsitzungen&categorie=Plenarsitzung
https://www.bundestag.de/service/datenschutz,https://www.bundestag.de/service/datenschutz
https://www.bundestag.de/service/kontakt,https://www.bundestag.de/service/kontakt
https://www.bundestag.de/sitzungskalender,https://www.bundestag.de/sitzungskalender
https://www.bundestag.de/tagesordnung,https://www.bundestag.de/tagesordnung
https://www.data.go.kr/#/L2NvbW0vY29tbW9uU2VhcmNoL29yZ2luRGF0YVNldCRAXjAxMiRAXm9yaWdpbmxTZXRQaz0zMDM3Mjg2,https://www.data.go.kr/#/L2NvbW0vY29tbW9uU2VhcmNoL29yZ2luRGF0YVNldCRAXjAxMiRAXm9yaWdpbmxTZXRQaz0zMDM3Mjg2
https://www.parlament.ba,https://www.parlament.ba
https://www.parlament.ba/,https://www.parlament.ba/
https://www.parlament.ba/default.aspx?langTag=bs-BA&pril=b,https://www.parlament.ba/default.aspx?langTag=bs-BA&pril=b
https://www.parlament.ba/default.aspx?langTag=en-US&pril=b,https://www.parlament.ba/default.aspx?langTag=en-US&pril=b
https://www.parlament.ba/sadrzaj/about/ustav/docs/default.aspx?id=45150&langTag=bs-BA&pril=b,https://www.parlament.ba/sadrzaj/about/ustav/docs/default.aspx?id=45150&langTag=bs-BA&pril=b
https://zoek.officielebekendmakingen.nl/zoeken/parlementaire_documenten,https://zoek.officielebekendmakingen.nl/zoeken/parlementaire_documenten
Hungary,Hungría
I asked this separately also.,Yo lo pregunté separadamente también.
I don't know,No sé
"I don't know if the complete version is online, but there are reports available here: http://www.congreso.es/portal/page/portal/Congreso/Congreso/Iniciativas/Busqueda%20Avanzada","No sé si la versión completa está online, pero aquí tenemos los informes disponibles: http://www.congreso.es/portal/page/portal/Congreso/Congreso/Iniciativas/Busqueda%20Avanzada"
i dont know,No sé
I dont know,No sé
I think they publish nothing. I sent them an email asking abut this just now.,Creo que no publican nada. Les mandé un email preguntado sobre esto justo ahora.
"I'm not sure. But, it's certainly available to the public.","No estoy seguro. Pero seguramente está disponible para el público."
"If committees have their own internal rules, is information on committee rules available to the public?","¿Si los comités tienen sus propias reglas internas, está disponible la información sobre estas reglas para el público?"
"If draft legislation is made publicly available, is the status of the bill in the legislative process easily accessible?","¿Si los proyectos de la ley son públicamente disponibles, es el estatuto de la ley en el proceso legislativo disponible con facilidad?"
if live streamed then also available on demand, si se usa una corriente de data está disponible bajo demanda
in a few weeks the new database will be launched,in a few weeks the new database will be launched, en unas cuantas semanas la nueva base de datos se pondrá en marcha, en unas semanas, en unas cuantas semanas la nueva base de datos se pondrá en marcha
"In general, how far in advance is the public notified of the order of business and vote schedule?","In general, how far in advance is the public notified of the order of business and vote schedule?", 
"In general, is parliamentary information openly licensed to allow for free reuse and redistribution?","In general, is parliamentary information openly licensed to allow for free reuse and redistribution?"
in hard copies and on request,in hard copies and on request
in Information booklet and on website http://www.parlament.gov.rs/народна-скупштина/организација-и-стручна-служба/генерални-секретаријат-народне-скупштине/генерални-секретаријат-народне-скупштине.1494.html,in Information booklet and on website http://www.parlament.gov.rs/народна-скупштина/организација-и-стручна-служба/генерални-секретаријат-народне-скупштине/генерални-секретаријат-народне-скупштине.1494.html
"in Information booklet, but not on the page with MPs' bios http://www.parlament.rs/activities/information-booklet/information-booklet-–-contents.618.html","in Information booklet, but not on the page with MPs' bios http://www.parlament.rs/activities/information-booklet/information-booklet-–-contents.618.html"
"in Information Booklet, not as separate document http://www.parlament.rs/activities/information-booklet/information-booklet-–-contents.618.html ","in Information Booklet, not as separate document http://www.parlament.rs/activities/information-booklet/information-booklet-–-contents.618.html "
"In instances where there are multiple working or national languages, does the parliament generally make documents available in all working languages?","In instances where there are multiple working or national languages, does the parliament generally make documents available in all working languages?"
"In instances where there are multiple working or national languages, does the parliament provide simultaneous interpretation of parliamentary proceedings?","In instances where there are multiple working or national languages, does the parliament provide simultaneous interpretation of parliamentary proceedings?"
in some cases they are available: http://kno.rada.gov.ua/komosviti/control/uk/publish/article?art_id=51161&cat_id=49088,in some cases they are available: http://kno.rada.gov.ua/komosviti/control/uk/publish/article?art_id=51161&cat_id=49088
in some cases they are available: http://komsamovr.rada.gov.ua/komdbud/control/uk/publish/article?art_id=64960&cat_id=64959,in some cases they are available: http://komsamovr.rada.gov.ua/komdbud/control/uk/publish/article?art_id=64960&cat_id=64959
In text format (http://web.eduskunta.fi/Resource.phx/eduskunta/organisaatio/taysistunto/taysistuntoeikaynnissa/istuntosuunnitelma.htx) but not in a visual calendar nor in structured format (API),In text format (http://web.eduskunta.fi/Resource.phx/eduskunta/organisaatio/taysistunto/taysistuntoeikaynnissa/istuntosuunnitelma.htx) but not in a visual calendar nor in structured format (API)
in the home page of the website http://main.knesset.gov.il/Pages/default.aspx,in the home page of the website http://main.knesset.gov.il/Pages/default.aspx
in the Library of the Parliament (but the entry is not free),in the Library of the Parliament (but the entry is not free)
in the minutes of committee meetings,in the minutes of committee meetings
"in the summarized transcripts only total voting records are available, but not individually","in the summarized transcripts only total voting records are available, but not individually"
In what formats can the information be accessed?,In what formats can the information be accessed?
In-person at the parliament,In-person at the parliament
In-person observation sometimes is very difficult due to security policies.,In-person observation sometimes is very difficult due to security policies.
"Include this with previous questions, perhaps in the dialogue box. ","Include this with previous questions, perhaps in the dialogue box. "
Incomplete and outdated information - http://www.congreso.gob.gt/directorio-telefonico.php -,Incomplete and outdated information - http://www.congreso.gob.gt/directorio-telefonico.php -
Indonesia,Indonesia
information available only within the General State Budget,information available only within the General State Budget
Information Center can inform citizens via phone and email,Information Center can inform citizens via phone and email
Information Center holds a copy and can post it by request.,Information Center holds a copy and can post it by request.
"Information Center of the National Assembly (that provides limited services to citizens, but can answer questions related to the legal and pragmatic background of the National Assembly via phone or email)","Information Center of the National Assembly (that provides limited services to citizens, but can answer questions related to the legal and pragmatic background of the National Assembly via phone or email)"
Informator on dayly activities conducted recieved by e mail.,Informator on dayly activities conducted recieved by e mail.
Introduction of bills?,Introduction of bills?
Ireland,Ireland
Is a complete version of the parliament's internal rules available to the public?,Is a complete version of the parliament's internal rules available to the public?
Is a description of committee powers and functions available?,Is a description of committee powers and functions available?
Is a general description of committee powers and functions available to the public?,Is a general description of committee powers and functions available to the public?
Is an individual member of parliament's attendance record for committee meetings available to the public?,Is an individual member of parliament's attendance record for committee meetings available to the public?
Is an individual member of parliament's attendance record for plenary sessions available to the public?,Is an individual member of parliament's attendance record for plenary sessions available to the public?
Is bill status information available?,Is bill status information available?
"Is contact information for members of parliament, including for any district and capital offices they maintain, available to the public?","Is contact information for members of parliament, including for any district and capital offices they maintain, available to the public?"
Is contact information for MPs available?,Is contact information for MPs available?
Is contact information for senior administrative staff available to the public?,Is contact information for senior administrative staff available to the public?
Is contact information for senior administrative staff available?,Is contact information for senior administrative staff available?
Is draft legislation available?,Is draft legislation available?
Is evidence submitted to committees available?,Is evidence submitted to committees available?
Is general information on the parliament's constitutional roles and functions available to the public?,Is general information on the parliament's constitutional roles and functions available to the public?
Is information about parliamentary expenditures available to the public?,Is information about parliamentary expenditures available to the public?
Is information on an individual member of parliament's expenses available to the public?,Is information on an individual member of parliament's expenses available to the public?
Is information on any party affiliation of members of parliament available to the public?,Is information on any party affiliation of members of parliament available to the public?
Is information on members' roles and committee memberships available to the public,Is information on members' roles and committee memberships available to the public
Is information on MPs' assets and interests available?,Is information on MPs' assets and interests available?
Is information on MPs' expenses available?,Is information on MPs' expenses available?
Is information on MPs' involvement in corporate boards available?,Is information on MPs' involvement in corporate boards available?
Is information on MPs' party affiliation available?,Is information on MPs' party affiliation available?
Is information on MPs' roles and committee memberships available?,Is information on MPs' roles and committee memberships available?
Is information on parliament's contracts available?,Is information on parliament's contracts available?
Is information on parliament's expenditures available?,Is information on parliament's expenditures available?
Is information on parliament's roles and functions available?,Is information on parliament's roles and functions available?
Is information on roles and structure of administrative offices available?,Is information on roles and structure of administrative offices available?
Is information on the roles and structure of parliament's administrative offices available to the public?,Is information on the roles and structure of parliament's administrative offices available to the public?
Is information regarding a member of parliament's assets and interests available to the public?,Is information regarding a member of parliament's assets and interests available to the public?
Is information regarding a member of parliament's involvement on corporate boards available to the public?,Is information regarding a member of parliament's involvement on corporate boards available to the public?
Is interpretation provided for parliamentary proceedings?,Is interpretation provided for parliamentary proceedings?
Is justification for private meetings provided?,Is justification for private meetings provided?
Is parliamentary information openly licensed?,Is parliamentary information openly licensed?
Is the committee schedule available to the public?,Is the committee schedule available to the public?
Is the parliament's budget available to the public?,Is the parliament's budget available to the public?
Is the parliament's budget available?,Is the parliament's budget available?
Is the parliament's order of business available?,Is the parliament's order of business available?
"Is the parliament's order of business, including its vote schedule, available to the public?","Is the parliament's order of business, including its vote schedule, available to the public?"
Is the parliament's session calendar available to the public?,Is the parliament's session calendar available to the public?
Is the parliament's session calendar available?,Is the parliament's session calendar available?
"Is the same always, extra session will be notified","Is the same always, extra session will be notified"
Is there a public database of all legislation?,Is there a public database of all legislation?
Is there a publicly available registry that lists active lobbyists or pressure groups and that provides basic information on their activities?,Is there a publicly available registry that lists active lobbyists or pressure groups and that provides basic information on their activities?
Is there a register of lobbyists?,Is there a register of lobbyists?
"ISO codes (alpha-2,  lowercase)","ISO codes (alpha-2,  lowercase)"
Israel,Israel
It can be accessed at Legislative Management Office,It can be accessed at Legislative Management Office
It can be requested at Public Information Office.,It can be requested at Public Information Office.
it is forbidden to be involved in comercial bodies,it is forbidden to be involved in comercial bodies
It is'nt available,It is'nt available
it will soon be accessible in the new legislation database,it will soon be accessible in the new legislation database
Italy,Italy
Its lacking more details,Its lacking more details
Jordan,Jordan
"journalist can attend open committee meeting, in case they have proper accreditation","journalist can attend open committee meeting, in case they have proper accreditation"
Just capital offices,Just capital offices
knesset.gov.il,knesset.gov.il
Leaflets available to visitors to Parliament,Leaflets available to visitors to Parliament
Legislation,Legislation
Legislation to establish a register of lobbyists has just been passed: see http://www.legislation.gov.uk/ukpga/2014/4/notes/division/2,Legislation to establish a register of lobbyists has just been passed: see http://www.legislation.gov.uk/ukpga/2014/4/notes/division/2
Less than 1 year,Less than 1 year
Less than 24 hours,Less than 24 hours
Less than monthly,Less than monthly
Link,Link
Link available but empty http://www.hcdn.gob.ar/comisiones/permanentes/clgeneral/reuniones/vt/,Link available but empty http://www.hcdn.gob.ar/comisiones/permanentes/clgeneral/reuniones/vt/
links to resolutions on respective bills are published on the page of the bill: http://w1.c1.rada.gov.ua/pls/zweb2/webproc4_1?pf3511=53217,links to resolutions on respective bills are published on the page of the bill: http://w1.c1.rada.gov.ua/pls/zweb2/webproc4_1?pf3511=53217
Liquidación de Fondos Rotativos - http://www.congreso.gob.gt/liquidacion-de-fondos.php,Liquidación de Fondos Rotativos - http://www.congreso.gob.gt/liquidacion-de-fondos.php
Live radio,Live radio
Live radio broadcast,Live radio broadcast
Live television,Live television
"Live television for specific meetings, according to their relevance","Live television for specific meetings, according to their relevance"
"live television, but only, certain parts of the plenary session, not the whole one ","live television, but only, certain parts of the plenary session, not the whole one "
Macedonia,Macedonia
Malaysia,Malaysia
"Member's roles is not online, but committee memberships yes, here: http://www.congreso.es/portal/page/portal/Congreso/Congreso/Organos/Comision","Member's roles is not online, but committee memberships yes, here: http://www.congreso.es/portal/page/portal/Congreso/Congreso/Organos/Comision"
Ministry of Justice,Ministry of Justice
Mobile device,Mobile device
Montenegro,Montenegro
Monthly,Monthly
More than 2 weeks,More than 2 weeks
Most recent version plus archived versions.  See for example http://services.parliament.uk/bills/2014-15/seriouscrime/documents.html,Most recent version plus archived versions.  See for example http://services.parliament.uk/bills/2014-15/seriouscrime/documents.html
MP can demand to record the vote in the transcript,MP can demand to record the vote in the transcript
MP's profile,MP's profile
"Mp's profile, example: http://www.riigikogu.ee/index.php?op=ems&page=ikaart&pid=fe748f4d-3f50-4af8-8069-92a460978d2b&","Mp's profile, example: http://www.riigikogu.ee/index.php?op=ems&page=ikaart&pid=fe748f4d-3f50-4af8-8069-92a460978d2b&"
"MP's profile, example: http://www.riigikogu.ee/index.php?op=ems&page=ikaart&pid=fe748f4d-3f50-4af8-8069-92a460978d2b& ","MP's profile, example: http://www.riigikogu.ee/index.php?op=ems&page=ikaart&pid=fe748f4d-3f50-4af8-8069-92a460978d2b& "
MPs,Parlamentarios
"MPs, Citizen Participation","MPs, Citizen Participation"
"MPs, Committees","MPs, Committees"
"MPs, Ethics","MPs, Ethics"
"MPs, Plenary","MPs, Plenary"
Multiple times daily ,Multiple times daily 
N/A,N/A
n/a,n/a
National Assembly Diary (in the Library of the Parliament - entry is not free),National Assembly Diary (in the Library of the Parliament - entry is not free)
Netherlands,Netherlands
No,No
No  cases reported,No  cases reported
No voting schedule,No voting schedule
"No, records are made available only in the original language","No, records are made available only in the original language"
No. The ministry of Justice runs such a database as http://finlex.fi,No. The ministry of Justice runs such a database as http://finlex.fi
none,none
None of the above,None of the above
Not available,Not available
Not Aware of any,Not Aware of any
"Not easily, but see http://www.data.parliament.uk/about as referred to in q51","Not easily, but see http://www.data.parliament.uk/about as referred to in q51"
"Not kept in the Commons, only roll call voting records","Not kept in the Commons, only roll call voting records"
"Not on one site, but listed on respective corporate board sites.","Not on one site, but listed on respective corporate board sites."
Not sure.,Not sure.
"Not that am aware of. However, my organisation work with one of the committees usually have information on agenda usually less than 24 hours before the meeting","Not that am aware of. However, my organisation work with one of the committees usually have information on agenda usually less than 24 hours before the meeting"
Observation might be done on the approved attendence upon request with explanation,Observation might be done on the approved attendence upon request with explanation
official bulletin,official bulletin
Official bulletin or publication,Official bulletin or publication
Official bulletin or publication ,Official bulletin or publication 
On demand archival streaming,On demand archival streaming
on each bill that they apply,on each bill that they apply
on each bill's page that apply,on each bill's page that apply
"on the committee pages, e.g. http://web.eduskunta.fi/Resource.phx/valiokunnat/valiokunta-siv01/index.htx?url=/plaza/toimielimet/muut/zvkseuraavakokous_siv01_su.html&te=siv01&lng=fi","on the committee pages, e.g. http://web.eduskunta.fi/Resource.phx/valiokunnat/valiokunta-siv01/index.htx?url=/plaza/toimielimet/muut/zvkseuraavakokous_siv01_su.html&te=siv01&lng=fi"
On the constitution,On the constitution
on the request a citizen can attend committee meeting,on the request a citizen can attend committee meeting
"Once completed, are the results of internal parliamentary investigations into conflicts of interest or ethics violations available to the public?","Once completed, are the results of internal parliamentary investigations into conflicts of interest or ethics violations available to the public?"
Online but not all the members are included,Online but not all the members are included
only at the end of the year,only at the end of the year
"only for the current day, but not the whole order of business is available - only what is at the moment in plenary session, also the vote schedule is not available","only for the current day, but not the whole order of business is available - only what is at the moment in plenary session, also the vote schedule is not available"
Only if this is remunerated in some way (see above),Only if this is remunerated in some way (see above)
Only in declaration assets,Only in declaration assets
Only in the internal regulation http://www.diputados.gov.ar/institucional/reglamento/reglamentoPDF.html,Only in the internal regulation http://www.diputados.gov.ar/institucional/reglamento/reglamentoPDF.html
Only Media and CSOs can observe or attend the meetings.,Only Media and CSOs can observe or attend the meetings.
only on certain selected expenditures such as renovation of the parliament building. However committee expenditures are not know to the public,only on certain selected expenditures such as renovation of the parliament building. However committee expenditures are not know to the public
only phone number and e-mail: gapp.rada.gov.ua/mps/info/page/15669,only phone number and e-mail: gapp.rada.gov.ua/mps/info/page/15669
only reporters get a hard copy,only reporters get a hard copy
"Only the declaration on assets contains data relevant, but gappy to this area. Therefore see the answer above.","Only the declaration on assets contains data relevant, but gappy to this area. Therefore see the answer above."
Order of business,Order of business
Order of business and vote schedule are not made public,Order of business and vote schedule are not made public
Organic Law http://www.congreso.gob.gt/manager/images/B1C07D30-68A0-B7A4-87F8-52CBC8051522.pdf,Organic Law http://www.congreso.gob.gt/manager/images/B1C07D30-68A0-B7A4-87F8-52CBC8051522.pdf
Other,Other
other webiste,other webiste
Our roll call voting lists are not easy to interpret.  NB they are now also available in our Open Data platform http://www.data.parliament.uk/about,Our roll call voting lists are not easy to interpret.  NB they are now also available in our Open Data platform http://www.data.parliament.uk/about
Parliament's Youtube channel,Parliament's Youtube channel
Parliamentary roles and functions,Parliamentary roles and functions
Parliamentary rules of procedure,Parliamentary rules of procedure
Parliamentary website,Parliamentary website
Parliamentary website ,Parliamentary website 
"Partially, many rules are not here: http://www.congreso.es/portal/page/portal/Congreso/Congreso/Hist_Normas/Norm/Reglam","Partially, many rules are not here: http://www.congreso.es/portal/page/portal/Congreso/Congreso/Hist_Normas/Norm/Reglam"
Passage of legislation?,Passage of legislation?
PDF,PDF
"Please describe how parliamentary information is licensed, including specific references to legal documents or guidelines. Please provide links, if available.","Please describe how parliamentary information is licensed, including specific references to legal documents or guidelines. Please provide links, if available."
